AffiliationID,ProviderID,ProviderAffliated,ProviderAffiliationName,ProviderAffiliationType,ProviderAffiliationStartDate,ProviderAffiliationEndDate
0050fbb4-e176-49e9-8c26-23d4086ad4f4,7a3f3fae-2601-4395-a763-aa5dac9fdba4,Yes,Trinitas Regional Medical Center,Health System,2020-10-14,2024-12-10
95e3558b-ff34-445d-8728-97da834c4236,cf69f408-384e-4af6-af03-2ad2a663e7f6,Yes,Trinitas Regional Medical Center,Medical Group,2021-12-20,2025-07-02
0dc9326e-2284-4bb0-ad84-04e59fe91ddf,8c48d692-ae5c-4912-9b3c-9d6f53a7dded,Yes,Jersey Shore Hospital,Hospital,2021-12-10,2025-07-02
9d3944dd-dbb5-4480-b009-9a2cce00a9d3,b4c57a69-2d75-43dd-8f43-815c30f7ccbb,No,,,,
7ec24b5c-bedb-487a-82b9-5dd2fb3fc3a1,aa4a6329-eff4-45b8-a72d-fc2f3fa4c5f7,Yes,Hackensack Medical Affiliates,Health System,2018-09-29,2019-10-12
1f882787-701e-445e-a572-b19142a64320,3e6b7a37-f20e-412c-a3b5-e8d516b6b13e,Yes,Hackensack Medical Affiliates,Clinic,2023-03-08,2025-07-02
8d913e34-1aec-4faf-98f2-fece2c01ab09,85824ab8-4b00-407a-a1d8-65e8a6bad26e,No,,,,
68b2ede3-6125-4b43-9921-db41d658467e,76eac02a-4952-48bc-b48b-dcfd2eca1a5a,Yes,Saint Mary's Medical Center,Health System,2017-08-16,2020-04-05
0b522672-8473-4cc7-bda6-6a7c7a89dcd5,c81a23ce-9b09-4992-b9b5-d859693c6909,Yes,Newark General Hospital,Health System,2016-12-12,2022-12-28
7589f107-a50f-4755-a2ad-45889c1d79dc,b809bfaf-8ed2-443c-8d2e-95181f67f993,Yes,Trinitas Regional Medical Center,Medical Group,2016-07-29,2024-05-26
50138cec-e6b0-4455-8b11-c56276da76c4,09ff9385-6d06-4380-b522-4786ce1bfd05,Yes,Hackensack Medical Affiliates,Hospital,2018-02-18,2025-07-02
9911cf89-74b8-4ff9-8295-e35aa4276e7c,4d0e010f-af97-42df-8e2d-578dee4f4f9c,Yes,Trinitas Regional Medical Center,Hospital,2015-08-22,2018-07-20
c120de16-c58f-4c65-bccd-ed4d8443a109,6076218a-10e5-4277-b833-bdb8c4fae321,Yes,Hackensack Medical Affiliates,Hospital,2021-01-28,2024-12-23
b3aaf603-787d-44bc-9b0d-1f66813646b7,8dd5be1a-f23e-4852-b279-14310f55ceb1,Yes,Princeton Health Group,Health System,2015-07-07,2019-12-23
e8f4136d-61bd-45a4-a42f-d324f7531236,03d31516-cc79-4074-86d4-e873c8c21d43,Yes,Newark General Hospital,Hospital,2021-01-17,2022-09-29
ccdeb33c-e9ba-41c6-b184-dc8f002eea6f,92ab7f89-31c5-47a9-be08-31bf2eb4f20e,Yes,RWJBarnabas Health,Medical Group,2018-01-29,2025-07-02
f6f00190-9881-4ecb-9615-2a63e6da91d7,89ccd27c-fe9b-4a6f-8be4-aea900871fb1,No,,,,
07bd25d0-18c3-420a-b4fe-2767f011488e,bded21aa-c01b-47f0-aa52-6a70254547e9,Yes,RWJBarnabas Health,Hospital,2020-06-21,2025-07-02
d2a1fbf2-43fb-4caa-ba8a-24e84ae019fb,9ef3678b-1d07-4903-a798-7f44eba43f25,Yes,Jersey Shore Hospital,Health System,2019-01-17,2025-07-02
b2b62840-12bd-4b1c-ac41-1ad75b6344b6,ce395f0b-30bb-497e-be45-7d5cffb5b41b,Yes,Atlantic Health System,Clinic,2022-08-07,2025-07-02
898322c3-e243-4ebd-898b-78f88b16e07a,a386f531-eec7-4d39-bd17-8c199c526fa2,Yes,Atlantic Health System,Clinic,2023-03-13,2025-07-02
724a944f-7950-4dbb-8794-51e8dc9b8947,d29c86f8-e3e6-4b06-b4e5-cff6ed537576,Yes,Hackensack Medical Affiliates,Health System,2023-12-11,2025-07-02
d3302623-030d-4562-86b7-251aee9051ca,45d36535-0962-4dab-a771-40d92c6aac0b,Yes,Trinitas Regional Medical Center,Health System,2017-11-18,2019-06-03
82b5ff83-9cd5-4768-8b07-24ba99e093e1,d59a38f8-5190-4755-abf7-142c71362a7b,Yes,Saint Mary's Medical Center,Hospital,2020-05-28,2023-06-29
af9431d9-846d-4929-b500-86052cf750e1,97f43da6-4466-4d26-9274-7c13c5070d02,Yes,Hackensack Medical Affiliates,Clinic,2024-04-12,2025-07-02
7e55edf0-2d2d-4dff-8945-0627d7410b31,284265c5-8eb3-4f7f-b7b9-522cc2fd9368,No,,,,
1fbb22b3-840e-466e-8075-61b172dd2f99,25b903c0-f192-4130-8a75-3e3683621474,No,,,,
6e6b09b7-cd2d-435d-a7c8-ddf223896c05,997fa181-b7a3-4aaf-b341-f8eb25583385,No,,,,
239c9809-0186-4fdb-b629-c63ae2e2501a,be44e714-ebf6-4724-b030-c11833e034fd,Yes,Atlantic Health System,Hospital,2020-03-29,2021-09-27
dfd805d4-572b-41e1-98ae-63f6edff2c42,bbbc483f-1a99-462a-b79a-5d5ec97a7e8a,Yes,Jersey Shore Hospital,Medical Group,2021-10-13,2025-07-02
87fe37a8-dda3-4e84-9495-0d550005f1cf,12fa909a-e513-4e48-98cd-eaf71a093e22,Yes,Jersey Shore Hospital,Clinic,2017-03-18,2022-11-20
9445b8f0-5a96-4d65-9783-766cd85ee7e9,9a376c16-639c-44f9-9381-3800f58f806d,Yes,Jersey Shore Hospital,Medical Group,2017-06-05,2021-06-29
a7102222-336e-4e3c-b2e3-d7190cdbac0a,a0fe59de-5801-4e0a-bd22-852894e96836,Yes,Princeton Health Group,Clinic,2019-11-06,2025-07-02
60e125c0-cbea-42ab-81b8-0e70964c9c3f,f6101c8c-245f-4f26-8808-237f2f22a7da,No,,,,
d06f977e-4bd9-47d6-b2ab-0328e98a6109,320a8c30-2e7a-4a8c-b619-22e017836753,Yes,Jersey Shore Hospital,Hospital,2018-06-18,2025-07-02
47057061-9e77-4944-8f3f-79c7ef63510d,b98bc713-8f94-4565-9979-850167f6586e,Yes,Jersey Shore Hospital,Medical Group,2018-03-18,2023-08-27
cb3bd80d-8037-4d7b-a245-056cc746b011,6763a80b-b668-4da1-b9a6-8fb497b9d79c,Yes,Trinitas Regional Medical Center,Hospital,2022-01-09,2025-07-02
48184ccc-1e00-4e68-9f8a-5a2d2fb860f5,af2f1546-a0b5-4612-abaf-ed94015799d4,Yes,Trinitas Regional Medical Center,Medical Group,2019-08-29,2025-07-02
4ceadda4-7261-4612-b0f9-20ff23ea78c0,78a52fa7-6284-4a9f-a3d1-f303779d5536,Yes,Saint Mary's Medical Center,Hospital,2018-02-13,2023-01-13
ad1e06d5-8e1d-414d-bab2-d0df878f6495,1be43d70-8336-4b96-a381-c49da81edd24,Yes,Hackensack Medical Affiliates,Clinic,2020-11-17,2025-07-02
50878850-1647-4f49-85c7-e63c4b258e6c,00fc50b8-f503-4fb3-a10e-53368d96564e,Yes,Saint Mary's Medical Center,Health System,2017-09-07,2025-07-02
b6ad4df5-bcfd-4437-8b0f-867fda3a712e,f2d98a28-879b-4b33-ae8e-b32daab8c37f,No,,,,
0a1fd429-7ef4-414f-bd1d-7ec250753568,04d33ecd-ef06-4c52-b043-857508d6e63a,Yes,Trinitas Regional Medical Center,Health System,2018-11-05,2025-07-02
405a03f3-9a49-44da-b03c-5ae67b9ab5d5,84b1c8ea-e79a-4c1e-8554-c2204ee7695c,Yes,Princeton Health Group,Clinic,2019-06-24,2025-04-11
9bb1a8b3-07df-4a77-9e1d-6d2c5d03a272,5cbd8f85-f1d4-457a-9ebd-ef4ff58c71a9,No,,,,
64c056ad-dfb8-46db-ba79-71a2c5f69c90,4b379bc8-a90a-431a-bd2d-729aeacdcb30,Yes,Princeton Health Group,Clinic,2018-02-03,2020-08-24
32a9f761-94eb-4166-aca1-16e0688f1c26,247ef6dd-5289-4c36-beae-df1ddb82f97c,Yes,Hackensack Medical Affiliates,Clinic,2018-03-13,2024-04-01
6f89834d-7e8b-4522-936e-3532619b8d43,4e15c8af-cfda-43f9-88e3-04734d81b075,Yes,Hackensack Medical Affiliates,Hospital,2016-05-11,2021-12-19
fe69b018-38a6-4f10-bcd3-07eb5e2c37df,9e737f5b-e8ef-46c6-873c-df38b1ac43f9,Yes,RWJBarnabas Health,Hospital,2019-05-06,2023-04-24
020ecc23-c9db-4e59-b96e-0bb11eafa8fc,8f46b54e-f210-4576-9ee6-eb6abd5e3f7d,Yes,Trinitas Regional Medical Center,Health System,2019-10-22,2025-07-02
ed102037-b7f4-4c31-a2d5-b478e3d6b303,a6bdbf63-05f5-4317-a274-8aaaf1067187,Yes,Saint Mary's Medical Center,Medical Group,2023-07-22,2025-07-02
1da86ea2-48a4-4ba4-bcf1-afb7df06578a,60f1aa80-64d6-4c3a-aad9-18e48d2e5989,Yes,RWJBarnabas Health,Health System,2016-12-26,2025-07-02
5249efca-bb9d-4c83-bffb-b51d4cf5704a,a985ccab-1746-4b49-82c0-a8619507374e,Yes,Saint Mary's Medical Center,Hospital,2015-08-10,2022-04-07
3931feb1-85c3-4bf2-8444-cefef456bc96,cf7572ef-1c7e-4e35-8884-55fe56fe22f9,Yes,Saint Mary's Medical Center,Clinic,2016-04-04,2025-07-02
83bd2240-0123-49e7-8611-a713e81d6868,f990badc-a269-4f8d-89e6-5069d3df97fd,Yes,Newark General Hospital,Health System,2023-09-30,2025-07-02
339dc5de-10da-4f21-8971-c67eef38fee0,26a3a31a-b9c7-43ae-b038-75787d80a462,Yes,Jersey Shore Hospital,Hospital,2017-11-08,2023-04-01
59c042fb-3d29-4a62-86f4-f3dc058556bb,6e6a3089-8c6f-4ea6-b03b-b259d9293c12,No,,,,
841517a3-fa9d-4744-9140-a13fedec6025,3bb395d0-f7fc-4462-a357-25ec0f0e971b,Yes,Princeton Health Group,Clinic,2016-10-18,2023-03-24
dcf7a3d6-d210-4999-bbe2-192b7b2007d9,5a90f551-8c68-441f-9c6d-e13e12ad19b6,Yes,Saint Mary's Medical Center,Health System,2016-07-31,2019-04-20
136ad875-9c84-4fed-90a3-b84256a5fc14,f4c26db7-ff5a-43bd-a3f9-1bd31bcdaea2,Yes,Hackensack Medical Affiliates,Hospital,2020-04-03,2025-07-02
be5b385a-0017-4eb8-b015-30db82f54574,c5d7545a-2417-42c7-810c-e159413dcd2c,Yes,Jersey Shore Hospital,Hospital,2022-05-25,2025-07-02
90b2c248-9e5f-4129-a1e4-de6b09810615,02140d07-8584-453f-91d0-8b6ad158e341,Yes,Jersey Shore Hospital,Medical Group,2018-02-01,2020-01-25
898f3349-85f5-4a08-82dd-4ddbc0aa57b6,3f213d32-4d5c-4b88-8bf7-50c78a87fe92,Yes,Trinitas Regional Medical Center,Health System,2017-04-15,2024-09-18
2bed57b8-efa3-4764-adff-4532c5094c0b,a02d7389-445d-437e-89e9-7cd06f0b233d,Yes,Atlantic Health System,Medical Group,2021-09-19,2024-11-30
9cf99843-94fd-4cf0-89e6-9f7e96d09094,ce97a55f-a6bf-43bf-996d-8c4149da875a,Yes,RWJBarnabas Health,Clinic,2021-07-13,2025-07-02
ac689789-39c8-45f9-8ad1-ca45f05ce9e5,1c62813d-c86c-4710-af67-c57207eccc92,Yes,Princeton Health Group,Medical Group,2021-08-21,2025-07-02
5d33eba1-e9e8-4756-ae8c-fbb75751d72d,6d998fe3-c3c1-478e-b12b-30d104d93e84,Yes,Princeton Health Group,Clinic,2018-06-18,2021-03-21
dab636c6-5520-4dd4-b7b6-fc46cfbf5b83,375f7260-09b4-4659-b3c7-7cd7e2880168,Yes,Saint Mary's Medical Center,Hospital,2018-11-20,2025-07-02
434d89eb-a29b-485e-a246-2c33cc91745d,f1997820-62fd-4d3b-85d7-56faea4cf024,Yes,RWJBarnabas Health,Clinic,2023-01-20,2025-07-02
c2676bc4-3a63-4d78-bcf4-5385318341bb,e8399874-cac7-4e15-a3ec-af8114cd06bd,Yes,Hackensack Medical Affiliates,Health System,2023-04-06,2025-07-02
a0315df7-0080-43f4-9ee6-c9c8101e94b2,4bfa9afe-31ce-4613-a335-436165013f4f,Yes,Saint Mary's Medical Center,Clinic,2016-01-24,2018-03-05
1a761e51-15dc-42aa-8aa2-d71adf1152be,01507b6e-37f6-475d-8d73-62bdb94a7523,No,,,,
466615a5-76ec-4794-b664-71ccf3b241d1,363c5233-c146-4eb0-9e2b-4dd1e64176d8,Yes,Saint Mary's Medical Center,Hospital,2017-01-23,2025-02-10
aa5cfcab-31a5-45ea-873c-bf40558518a7,6fd07af9-51e7-4bb8-bb04-847885b61ea8,Yes,Atlantic Health System,Health System,2024-01-13,2025-04-14
4e3f1b36-5eda-4b49-9b63-7398ee78144b,6714d1b5-c538-4cd0-84bc-4f1d75c03e97,Yes,Atlantic Health System,Medical Group,2016-09-23,2024-05-07
65c2d4ae-fa05-41ab-acdf-2d85e7bda84d,1d63cf70-9a3d-45ec-8270-8dbba7f1633c,No,,,,
7d7b45d0-3b7d-4782-9ee1-18a4058e99a6,5089f5b7-d0fe-4732-a140-b637423e15c4,Yes,RWJBarnabas Health,Medical Group,2023-05-22,2025-07-02
914f524b-ae4e-454d-a3ce-6499e853de76,b59de2d2-5fd4-4661-ae04-a58cd44f5a17,No,,,,
48ed50c6-6606-4038-8015-80f746e9c330,b905c076-0ead-42ff-ab31-19443688ae24,No,,,,
fef6af5c-a4b9-47a6-aafa-9125dd9ce52a,12b7144b-5b60-4e04-944b-78f028209319,Yes,Jersey Shore Hospital,Hospital,2022-05-31,2025-07-02
4242448e-3991-4a4c-bf38-cb7f67976ce9,c171637a-ebf6-4b66-8a44-38c0ac45e6e5,Yes,Newark General Hospital,Health System,2020-04-17,2024-09-21
7c598e75-613a-4f1c-ad8c-46c5cf3fe53c,de2a1052-4867-4454-a997-a495919cff56,Yes,Trinitas Regional Medical Center,Medical Group,2021-01-21,2025-02-07
349b537e-e6c0-49dc-b197-6ab8cbe70181,ef8b96d2-698b-4c4f-8256-b21cd25571fe,Yes,Newark General Hospital,Health System,2023-01-13,2025-07-02
bb19a281-b79d-411d-af2b-9e9b23d4f882,ff8afe16-3612-41a0-952a-83b43a8a1f91,No,,,,
022795ea-7208-4b82-930e-492f5c9d7a27,c0a375b6-89cd-4389-a050-e809d765db34,Yes,Newark General Hospital,Hospital,2022-09-28,2023-12-10
a05f2741-9f6b-492f-afac-ed5363b9d7de,da0b268f-9602-41e1-85b8-2bfc1bb006f8,Yes,Jersey Shore Hospital,Health System,2020-08-09,2024-05-02
f6d2b884-3a7c-4da6-aa2f-a175e0f2e6ca,e2f8296b-b0c6-4441-b4f1-ce37195232db,Yes,Newark General Hospital,Health System,2021-12-22,2025-07-02
f2a90444-70a5-4381-be9e-aaac2f1eb78b,89f7b49f-e097-4fd0-936a-e3888ecc46ae,Yes,RWJBarnabas Health,Health System,2021-01-22,2024-06-02
3164dd48-146b-44ff-99d3-387ed939b416,53732510-7f24-4a64-b0e9-8b46d609e52d,Yes,Saint Mary's Medical Center,Clinic,2023-12-28,2025-07-02
a4beb2bd-0835-4136-a7ba-fd897f660220,b4869d9c-dcd1-4ed3-bc1f-3f7cf73383ed,Yes,Hackensack Medical Affiliates,Clinic,2020-10-22,2022-07-07
491bc3fa-14ef-4914-8c75-575e7a60c8db,803a039a-be01-4238-9c61-74c565439bc6,Yes,Princeton Health Group,Hospital,2023-02-27,2025-07-02
8c8e0266-8885-4476-8715-b52d65979824,5443b205-cfb1-4cf0-b0a7-92869cbbd901,No,,,,
6098c59d-a13d-46c1-a1cf-51bff8fec7d0,3ea68845-259f-4a61-ac45-03b81a73c64c,No,,,,
deb3b366-3ad8-4d8c-b8d2-4ad5542419f7,bd3d8e81-e67b-4019-97ee-1a6f75a8f702,Yes,Atlantic Health System,Clinic,2018-06-24,2024-05-05
654a74ea-70c7-4f20-88d5-9b41a11f47c6,bb04b7eb-b07d-4e1d-9b23-4286d1525bf5,Yes,Newark General Hospital,Hospital,2022-01-05,2025-07-02
d4aa2bcd-4493-4d2e-9800-28e4b9106b54,650a6fd6-b3b9-4510-a6d5-a574ebf369a3,Yes,Princeton Health Group,Hospital,2018-07-27,2025-07-02
5de30864-9fef-49e7-ae15-a12441fe6f0c,6d2710ac-1e14-4162-8128-e7a17a101870,Yes,Trinitas Regional Medical Center,Hospital,2023-07-18,2025-07-02
2503f556-1c34-4d7b-97e9-42a4f2d8d9fb,85f4577c-2e3e-4a5c-b529-1d9599df3436,Yes,Princeton Health Group,Health System,2020-06-29,2023-07-01
cfa93c17-4e1f-43f3-91ba-5de69137f4a0,a1f366bf-21aa-458e-90d1-9fb052f36b0e,Yes,Princeton Health Group,Health System,2017-08-29,2023-11-28
9c00fd31-60bd-4858-acf2-8782eeaecfc8,aa1312c4-3353-4089-9c86-8ebfeb918ad5,Yes,Princeton Health Group,Medical Group,2018-12-23,2025-07-02
77198642-8577-48e3-aeec-d573640ecb1a,66dc54ac-35f5-4271-a3b9-c9a8a7e29a4f,No,,,,
1821be4d-322a-4519-822b-cfaf8255d54e,092dd625-1dc5-4d2a-8e9f-e40aec94eec1,No,,,,
2ea6f193-5e88-4079-9e99-db3f63f0f717,41f85988-3f51-4ad8-8d19-3434382d90fa,Yes,RWJBarnabas Health,Hospital,2021-11-16,2025-07-02
5abcf9cf-1b0d-4461-b041-bc22ecbb52d9,fdbf9202-a311-48bf-91ec-04015cfe2c01,Yes,Jersey Shore Hospital,Health System,2022-12-22,2025-07-02
e82653d8-2bbc-4d3e-a058-4dde5c27920d,89b0bd4b-5224-43c3-86cb-5848dd80289a,No,,,,
83f650c9-217e-481e-b49b-28e9030fe9b3,bbc6a5aa-0227-478a-ba92-275bce462e6f,Yes,Newark General Hospital,Clinic,2021-10-04,2025-07-02
647326dc-c117-4bbe-b615-12f37185fc3c,4476e454-b000-4247-a183-8e105525f410,No,,,,
b3c65024-1635-4211-9031-fda51474b2c6,9875bb2e-cfde-484e-9232-98ae0923fadf,Yes,Princeton Health Group,Medical Group,2021-04-27,2025-07-02
aa880468-8c08-4520-99aa-f57dde517f3e,c04ecfad-71db-42b2-b521-c6a3bab248ba,Yes,Newark General Hospital,Health System,2023-03-07,2025-07-02
ab363eae-11c3-45de-aa98-39b8b512b2a0,c41aa678-bd8b-4582-9c79-5c9be35bdcd4,Yes,Hackensack Medical Affiliates,Clinic,2024-06-26,2025-07-02
6e6ac66a-8ba9-4d1d-b64a-b4cecb1a0315,36c826bd-6d79-4daf-989c-142227d775b4,Yes,Newark General Hospital,Medical Group,2023-12-27,2025-07-02
ee57538f-8651-4028-99e4-d90ad44186ed,75f8ca6a-aea2-4e93-a743-241e1332b8cd,Yes,RWJBarnabas Health,Medical Group,2021-03-01,2025-07-02
df691c9e-0eb0-4a88-b333-f57fba955f34,b078070a-32d6-4065-b7ac-c8bd840b95e3,Yes,Saint Mary's Medical Center,Clinic,2021-02-12,2025-07-02
dfaa6e20-9d15-4ad1-bdae-176384ca8f28,5bd3ac43-a4b6-4e7e-9a33-b4957e8a46e3,Yes,Newark General Hospital,Hospital,2016-07-14,2021-02-11
0d9b75bc-62c5-4608-a6ff-c20166617925,c6883de8-747e-4d50-afc7-1da50850be86,Yes,Jersey Shore Hospital,Medical Group,2021-03-22,2025-07-02
a6d0b974-a7b7-4b39-ab04-cbcfe08f8633,4fcbef42-0259-4a04-ac39-06d09f6cd098,Yes,Atlantic Health System,Hospital,2020-11-21,2022-11-24
8bcdb333-be8c-40ea-82ee-c55949573171,a419f742-ad84-4da1-aa39-2fc38dc3f2fa,Yes,Newark General Hospital,Medical Group,2022-04-09,2025-07-02
60fff84b-c2b6-4e6b-8fc0-f22607206731,046287f7-4911-40f6-9472-284c601b6417,Yes,Atlantic Health System,Clinic,2022-11-23,2025-07-02
ebf1feb4-dddc-42c4-98ca-9810f0ccd2e9,cd1faa19-c534-4b52-95a3-4267c6321e22,No,,,,
f317a592-dbe2-44a9-a006-84ed75c31966,883a25a6-e3f9-4a8e-97ee-b92c4d2a1f74,Yes,Hackensack Medical Affiliates,Medical Group,2018-07-28,2022-10-15
1bc9f5f6-527a-4d27-9884-c3122533ce31,272098ad-31ed-43dc-8546-1e8955707b4b,Yes,Trinitas Regional Medical Center,Clinic,2017-04-13,2024-12-31
7ff61f1b-4f93-47a2-9733-bf21f5b08b41,28dcaffd-9255-4700-9463-f0e64ae62cec,Yes,Jersey Shore Hospital,Medical Group,2021-11-15,2025-07-02
862e7cbe-fcb8-4b66-8e0f-b7a2ad76e3ae,0dd72c79-7462-4619-bd21-58852a9e702d,No,,,,
f01c4163-5dff-49e8-aca7-aca04019712a,8d23547a-adbb-4b6c-aeb0-d8e8f819343b,No,,,,
b10ec8bf-f130-49cd-99f4-9202b95ce010,2fab464e-160f-4e3c-8d8d-c0b0a0a50231,Yes,Princeton Health Group,Health System,2023-11-11,2025-07-02
dc3dee9f-d37e-4991-b04b-f46356faa0fa,c235196c-28db-423a-a934-96b88158547b,Yes,Princeton Health Group,Clinic,2015-08-27,2022-06-14
4656dde3-c5f8-4e7e-9d9e-766987c2cb5e,797e7e28-a792-4b70-bfd3-c6be830fab9f,Yes,Saint Mary's Medical Center,Health System,2016-02-06,2024-09-09
d545bdec-06d6-4516-a4ab-a57a9f4c8cbe,082e8507-e833-49db-9393-9a13e90f2d23,Yes,Trinitas Regional Medical Center,Clinic,2015-08-03,2023-05-12
08c693dc-4a27-4fb3-ab0b-d96e00d1148f,91e3eba8-a634-4528-a90d-96cd1b1ca260,Yes,Trinitas Regional Medical Center,Health System,2022-06-26,2024-09-20
a853ee8e-8575-4d3b-9dda-0991f0a134c7,927ee040-ffeb-430d-9754-b97565a490c9,Yes,RWJBarnabas Health,Clinic,2024-06-14,2025-07-02
1d416a1b-03bd-41ac-990b-4cdc0954aaa5,b8cf8578-047e-4b33-b7ef-984217f63c98,No,,,,
40d2b391-4dc7-4a20-940d-434b863a3aa8,da72776a-735f-4213-84a9-302fa9331649,Yes,Newark General Hospital,Health System,2022-01-11,2025-07-02
5a26c266-c5c7-4e3e-aceb-a8e74f3b6ffd,73ca839c-3fbb-428d-aa02-521d4640a3d1,Yes,Princeton Health Group,Medical Group,2018-01-10,2025-07-02
85d787a7-f38d-462f-bf41-080503a53d42,5d418eb8-06b6-4889-a709-d63f8b3162f7,No,,,,
7504befb-d848-4087-bdf1-198d554b7a00,2be8b440-1bef-412b-b893-777971ebc24f,No,,,,
2aa55cbb-47ca-4529-8490-18bbc5dc5ced,d3c4a0bd-3610-4027-ab56-846849169871,No,,,,
f24c5d9c-8bd4-4fe2-8362-5bd04ea1a966,68495a0d-25fe-4264-91dd-10eac90b1663,Yes,Hackensack Medical Affiliates,Hospital,2024-04-05,2025-07-02
c3ba0354-afe8-4ef8-a4ec-188d3991fd64,20c2302a-9959-42cb-9d77-9ecd84149646,Yes,Trinitas Regional Medical Center,Health System,2023-01-14,2025-07-02
6165329e-b142-4adc-ad4d-c760147755ed,c081aaf1-f57b-4633-b27d-0d58e02d32df,Yes,RWJBarnabas Health,Health System,2024-05-31,2025-07-02
f4447434-3667-43f2-88ce-0977a939a3bf,9d644f61-1ffe-4d20-8591-db6ff355e308,Yes,Hackensack Medical Affiliates,Hospital,2017-07-03,2020-09-12
fea43dd6-857c-4b3f-a925-9795e047288a,5818d8a1-e322-4160-b94b-6e1be0e7c709,Yes,Hackensack Medical Affiliates,Health System,2022-01-27,2025-07-02
4cdb4970-b825-4b4b-b0cb-3bf541b06c0e,b806b09c-5798-4b00-b67f-263c3fa54ddc,Yes,Hackensack Medical Affiliates,Health System,2017-09-29,2021-03-10
1bfdce17-a398-4158-ae07-e74f0d276272,bd3081fe-8103-4687-91e4-17de7bd8b26c,Yes,Trinitas Regional Medical Center,Health System,2022-03-06,2025-07-02
7dc6cbbf-b0e3-4a92-9d13-7b1d21cfc1da,947a2842-4a3e-40be-aefe-d049ac1242fb,Yes,Princeton Health Group,Health System,2024-06-09,2025-07-02
062120fd-3fd6-4883-bc37-056f5f8ef10e,c67d97ac-5e4e-45bf-87a2-eb77c792098a,Yes,Saint Mary's Medical Center,Health System,2020-07-06,2023-09-21
db753b13-ed23-4dea-8ef4-ad003da3de8e,b0251206-ebad-4ada-b915-bc78b519de71,Yes,Atlantic Health System,Clinic,2023-01-02,2025-07-02
9eb94a06-7aca-4183-844f-1840dcbdf782,f601e63f-9cfb-49eb-bab4-6143ff5e73e3,Yes,Newark General Hospital,Clinic,2018-09-15,2025-07-02
a060d976-dcce-48d6-9623-dba80530b3f2,4b8f17a1-1c6a-4837-9841-f8bc56088bb1,Yes,RWJBarnabas Health,Hospital,2019-07-15,2025-07-02
7e89d246-2512-4863-a8fb-522d7645ebe5,4ea1a4aa-0d3c-475d-a57b-774d49744d15,Yes,RWJBarnabas Health,Health System,2016-06-07,2020-08-14
9efb3408-e2a9-491e-8e32-9e354e09fb1f,07081633-fa3a-4fc0-bba2-3a45e8e75464,No,,,,
9f344da1-647d-4b5a-a264-1bf1409dd8d8,a2a9aa42-a27a-440e-ae0c-82bd2addc7fb,Yes,Princeton Health Group,Hospital,2018-04-16,2021-09-09
bfe5da2c-eb69-4fa0-b7ea-e8a1daab7acf,943bb806-932f-4795-aebd-0e564029b271,Yes,Atlantic Health System,Hospital,2022-09-28,2025-07-02
bbe91e50-6635-4555-9a74-3bbb223f07ef,0becf9c1-9fd3-4c2b-958d-2bf0c4026576,Yes,Atlantic Health System,Hospital,2021-08-05,2025-07-02
07397a27-f597-42c8-928b-6e94c54e733a,9e87b13e-3ca5-455d-8165-93bd647441a2,No,,,,
0e212df0-95c6-41ee-b754-cb578eda9206,11ef8eba-52ae-45a6-b8e7-5fc4fc13d88d,No,,,,
85e96a98-c0fe-4325-beae-450ce87de505,b1735bcf-2aa9-46e7-b91f-90dcb64495ab,No,,,,
5112c98f-b86a-44fb-9086-5476f86f35e4,6fcbabd5-f0b7-43e8-8edf-3820b243e16b,No,,,,
0cce966b-8682-478d-8234-6176161a6510,94d35eef-e29e-428b-8a2d-b1ca1ec533a8,Yes,Newark General Hospital,Health System,2021-05-11,2025-07-02
6ecd8d83-86b4-4d86-ac7b-29176a9f1dcf,41d7a16e-22bb-466b-b065-91ff268fa9d5,Yes,Princeton Health Group,Hospital,2018-01-13,2025-07-02
945de01e-94c5-4888-a99b-4838056ee257,a0e90b39-9aee-4e2c-8ae8-c00e1fb8db1d,Yes,Princeton Health Group,Clinic,2016-12-12,2020-04-11
cc69a2d3-cdf9-4ee5-83f9-a53c59a32ca2,64a5cd5a-5319-434f-a0f8-2c6c5aa64052,Yes,RWJBarnabas Health,Health System,2015-12-23,2018-08-07
06974423-4e5b-4c33-a2de-b479c9c496ad,b770da94-0ebe-4574-ba68-4387c18392fa,No,,,,
6e84efd8-79dc-4dee-872f-512faadba803,96a66102-b046-4996-981f-5f21c2c5d313,No,,,,
42d8d5bc-2c3e-482f-9047-e970c1e1c1bf,236b5472-3c70-4a09-8033-b7f0bef90dc2,Yes,Newark General Hospital,Health System,2021-12-29,2025-07-02
96a1c1ee-177b-4185-bb9b-7376f18faa87,985bf52c-6e03-4276-883f-bfe842929ace,Yes,Trinitas Regional Medical Center,Hospital,2016-04-17,2025-07-02
6df1ef9d-aaac-4cdd-986a-e40b505164e0,c319da75-1ca5-4a74-bcae-43548cd16be9,Yes,RWJBarnabas Health,Clinic,2019-03-27,2021-09-30
0f280f54-4824-4ffe-a33d-a29241416ca8,f44cc6e3-27b5-4cc3-be29-3741f09f790c,Yes,Trinitas Regional Medical Center,Medical Group,2023-03-24,2025-07-02
fe6da3c3-e2f3-4d3e-8231-515d8813ebf4,02722362-aa33-40ef-b100-1d05b1728752,Yes,Hackensack Medical Affiliates,Hospital,2017-11-18,2024-08-09
